Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2020-01-02,294.5896301269531,294.7255537610295,290.81245249703164,291.74459763702316,3272400
2020-01-03,291.7155456542969,293.64784270742723,289.9386407364027,290.77368085290834,2501300
2020-01-06,292.4923095703125,292.5893851901545,287.4334133643715,288.7345407732975,3307200
2020-01-07,291.5019226074219,294.57998474784927,291.18150782114566,292.9875413358005,3182000
2020-01-08,296.6454162597656,298.44415706501593,292.18261276240224,292.4451201427498,3224400
2020-01-09,300.5344543457031,302.3234620599924,299.4843658941632,299.73717046062603,3292600
2020-01-10,302.5471496582031,303.30553381229817,300.18446508376246,302.9457619953882,2948000
2020-01-13,306.47515869140625,306.8932654456288,304.2291738319838,304.57921324576307,3236400
2020-01-14,302.03179931640625,307.6516272491772,301.2733855868637,307.41825776628,4951400
2020-01-15,305.5418395996094,306.9808381020448,302.42079999966154,303.53892649340906,4664200
2020-01-16,311.4241943359375,311.4533618227612,306.26134146477307,308.7017966593588,3323300
2020-01-17,314.6910705566406,315.05081274971684,310.3935399945989,312.5228553409809,4821000
2020-01-21,313.0089416503906,316.6355897345619,312.5811321836074,313.475650979218,5998600
2020-01-22,315.3230285644531,317.73431585429626,315.13829128928467,315.945307738053,3518500
2020-01-23,315.9744567871094,316.2369641077121,313.38816475752947,315.99389188318656,4188300
2020-01-24,314.7007751464844,318.0259867143277,312.74646487660385,317.5204071459976,3634700
2020-01-27,307.0196228027344,310.51013602397234,303.84024911784894,306.3682059248893,4367500
2020-01-28,311.3949279785156,312.6102889967986,306.71822115391456,307.0487957902596,3486200
2020-01-29,311.4436340332031,315.4494601513237,307.99199012011456,314.0493615526923,4389400
2020-01-30,315.4689025878906,315.70227214102846,309.19765590456734,310.1602125865496,3512100
2020-01-31,307.18499755859375,315.4688893865981,305.7848989859865,314.18549042163005,5586800
2020-02-03,315.52716064453125,316.460579285735,309.60592522642804,309.9656673462689,4240100
2020-02-04,319.99969482421875,322.5470868100579,317.24813049231244,319.1440759067368,4158200
2020-02-05,319.2219543457031,325.71683820720386,315.1869606425924,325.71683820720386,3868000
2020-02-06,320.1747741699219,322.05131459805284,318.5996706472094,320.1942389410563,3422000
2020-02-07,317.93841552734375,320.7094443493469,316.8397245121157,318.91070425984327,2584200
2020-02-10,321.12762451171875,321.12762451171875,316.48981645016846,316.59675400257515,3848100
2020-02-11,321.7498474121094,326.2223524973844,320.52475393520444,325.7167729645181,3449300
2020-02-12,324.9000549316406,325.18202701430505,320.09694550206854,321.65261364076304,2451000
2020-02-13,326.5334777832031,328.46832306390434,322.92629452456055,323.1012993930671,3001000
2020-02-14,331.5018310546875,331.5893334736076,327.6904464454274,328.1085234486775,2716300
2020-02-18,331.78387451171875,333.59234740287343,330.9574526349949,332.15334906323983,3597300
2020-02-19,335.0118103027344,337.61753703907397,333.13530013102024,334.45759859236347,3040300
2020-02-20,334.9049377441406,337.62733491138164,328.79896437883974,336.15916911481395,4316000
2020-02-21,330.2865295410156,334.3604221386321,326.30984208950315,333.057528986792,4997100
2020-02-24,315.67303466796875,320.2136069910259,305.14312978342696,308.711442926282,7816000
2020-02-25,294.4966125488281,314.2729661130649,292.4256323501946,312.4353257660282,12715700
2020-02-26,289.781005859375,299.3580579146782,289.6351684518128,293.6312617785366,9403300
2020-02-27,277.8996276855469,289.2073526316473,273.1548529836874,277.13151112660654,13814600
2020-02-28,282.2068176269531,282.34295229829405,265.96958317638445,267.2724762493095,12846000
2020-03-02,298.23980712890625,298.4537118160013,281.41922557133006,290.6073650631431,9688100
2020-03-03,283.9083251953125,305.8723252859247,282.7707342613259,305.8723252859247,8051100
2020-03-04,293.98126220703125,294.40907170354376,284.6375799728939,290.8213232320973,6463800
2020-03-05,282.6735534667969,290.43239964866996,280.25253400694567,287.5155330426963,6621300
2020-03-06,279.05670166015625,280.8457100279753,270.8991819395539,274.8564056634116,7061500
2020-03-09,254.74942016601562,271.5019386587717,253.94240377547877,257.6565544361545,8498300
2020-03-10,272.7950134277344,273.0866881323528,255.5757613490422,268.76002176375283,8131400
2020-03-11,262.28466796875,266.446063350185,256.01339257998717,265.386271990379,8366800
2020-03-12,234.80776977539062,255.2161043283547,234.25355798013,237.75380396085174,15031500
2020-03-13,262.52777099609375,262.54720609484525,238.6969573294176,251.6089544860634,9934900
2020-03-16,229.119873046875,250.58802854668002,222.90694757754954,227.99202919969312,12111500
2020-03-17,231.28807067871094,243.55835091545035,225.53212260904704,233.8160127247663,12665200
2020-03-18,221.6138153076172,222.75140644530563,207.31145302860196,216.1787235873375,11352800
2020-03-19,220.85540771484375,231.8908921652649,205.6877104622081,217.8024213003198,9126400
2020-03-20,205.5613250732422,229.4796388337391,204.1806765644066,229.4796388337391,10518600
2020-03-23,197.66635131835938,209.70327872419347,194.448077189198,197.6469013848189,11588700
2020-03-24,230.50050354003906,231.83253439422992,209.04208347761613,209.93658735683434,11654800
2020-03-25,249.37265014648438,258.92050391969525,233.69934409667925,241.03039535723877,12642700
2020-03-26,255.88697814941406,258.44410262965584,245.61961003734552,250.7532940933798,9957900
2020-03-27,240.787353515625,248.97403956366762,237.91910406861183,243.3055931817239,7819300
2020-03-30,246.23214721679688,247.20443605082173,237.87045730980293,239.03721577939297,5765800
2020-03-31,234.8660888671875,246.39743505640934,234.39939437994025,245.4640460819148,10373900
2020-04-01,222.2749786376953,230.52971720813696,220.80682765631258,224.54041368358463,6646200
2020-04-02,232.26031494140625,232.7367268797348,221.04982811532278,222.06100177254308,6446600
2020-04-03,230.4615936279297,233.23262240845597,223.92781225645484,230.41297622484268,4163000
2020-04-06,258.57049560546875,259.70805692814224,243.08192672216046,245.01678684813345,8636700
2020-04-07,251.900634765625,275.0313996418765,251.31728507142012,273.80630594023194,8627300
2020-04-08,263.84906005859375,264.7546798493719,252.1245913575267,255.63024990642546,5690100
2020-04-09,262.339599609375,268.76663375133205,260.70363592750317,267.91943933456906,6662900
2020-04-13,256.43853759765625,261.6580813437533,249.0474553909,261.17118504777886,7114400
2020-04-14,263.6251220703125,268.4161945238644,262.1449680829161,262.807139889031,6354400
2020-04-15,250.40097045898438,256.0587014388369,248.9207871189391,253.68264580982193,10240700
2020-04-16,240.2930145263672,251.61824009387865,238.29675193323817,251.61824009387865,11455400
2020-04-17,253.15682983398438,253.86770903610397,244.91853899273218,251.48190559542147,10412100
2020-04-20,245.13272094726562,249.90431192682755,243.12671127319655,247.83986223581,6042700
2020-04-21,238.91998291015625,242.85409785968983,237.70274235092148,240.18590120464557,5964600
2020-04-22,250.17697143554688,251.82268272153388,244.4218556507053,244.86980662526784,5083200
2020-04-23,249.15451049804688,255.54260077584314,248.57997657945035,252.59201115314127,4270600
2020-04-24,251.97854614257812,253.02048148795,246.2039491354115,251.65717798922105,3824200
2020-04-27,258.17181396484375,258.756095297778,252.7088533386982,253.40023756181589,4099900
2020-04-28,257.66546630859375,265.50448297755906,256.06843256182486,263.31345015132575,4344000
2020-04-29,276.25518798828125,277.5308537456188,269.0199170737786,271.1525249589311,8505000
2020-04-30,267.7636413574219,274.2491009497532,266.24452790888796,271.1329540350389,5898900
2020-05-01,261.69696044921875,266.80937055669915,260.2070592637502,261.65803014996743,5067800
2020-05-04,262.20330810546875,262.99207744260684,256.1171066042297,258.5418397726335,3747100
2020-05-05,266.79962158203125,270.5681929791667,266.13742024113,269.58465325926954,3926200
2020-05-06,265.30010986328125,269.70164257199525,264.43342001636285,269.70164257199525,3261900
2020-05-07,271.1719665527344,275.04767094219466,269.97419122116565,270.5292600127062,4371400
2020-05-08,275.0379333496094,275.9922606191523,272.1749812587669,275.9727657513785,3215400
2020-05-11,273.859619140625,275.39819789831313,270.35396091817927,272.1749477637571,4056900
2020-05-12,264.9786071777344,274.9307656232168,264.9786071777344,273.1000610712099,4031400
2020-05-13,262.1059265136719,268.8348345513745,257.2661778251491,265.16361873636293,4802100
2020-05-14,270.0422668457031,270.28571485445065,257.04213723502943,263.1186197414547,6294200
2020-05-15,271.629638671875,271.8244090276875,266.1277178746859,268.8056468192967,3813300
2020-05-18,282.3023986816406,284.43500632339305,277.5308220703045,277.97875823406997,6037800
