Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-01-02,5.972710132598877,5.972710132598877,5.8932934905146945,5.943831396827032,237536000
2020-01-03,5.87711238861084,5.920928852475165,5.828067864414396,5.852963593311093,205384000
2020-01-06,5.90175724029541,5.906985299225425,5.757611915598499,5.78375221024857,262636000
2020-01-07,5.973208427429199,6.019016389767921,5.885077875706448,5.930138904576814,314856000
2020-01-08,5.984411239624023,6.025738074340732,5.928894094117327,5.96897588148792,277108000
2020-01-09,6.050137042999268,6.122583429791417,5.9963625718214075,6.070800464998948,255112000
2020-01-10,6.08250093460083,6.187809547106936,6.068310621145995,6.1574369390386865,316296000
2020-01-13,6.273200988769531,6.298345533895366,6.142996662156509,6.165652062086612,319840000
2020-01-14,6.156191825866699,6.255774255425361,6.142996791879736,6.230380415366528,359088000
2020-01-15,6.113619804382324,6.191294240174743,6.087728325784851,6.168888134663605,263104000
2020-01-16,6.197269439697266,6.203244433022328,6.143743794176512,6.167145653513636,284192000
2020-01-17,6.205982685089111,6.223907664522405,6.158432034330932,6.216438804380248,253792000
2020-01-21,6.172623157501221,6.206232317702792,6.138515883324439,6.169386603778593,217916000
2020-01-22,6.226645469665527,6.31328214916235,6.199011307255704,6.2179320378107565,239240000
2020-01-23,6.29511022567749,6.303574840526186,6.177852090026079,6.2667295962442555,244516000
2020-01-24,6.2358574867248535,6.460416175717536,6.181584910751475,6.41062472577295,373512000
2020-01-27,5.979930877685547,6.030966903927453,5.781512471732847,5.931135177198526,470536000
2020-01-28,6.173370361328125,6.205734475431908,5.992627631927192,6.045904461515001,310976000
2020-01-29,6.112873077392578,6.195028635711511,6.073039633351887,6.158929858989713,258848000
2020-01-30,6.119595050811768,6.133038904613509,5.960014340885103,6.01503337904724,290504000
2020-01-31,5.886074066162109,6.085737042120204,5.84424958759745,6.073787055431306,370420000
2020-02-03,5.983165740966797,6.00258410797319,5.861674875468514,5.867898686696392,255564000
2020-02-04,6.152458667755127,6.171628699703463,6.075033505651831,6.125073789686896,271544000
2020-02-05,6.242828369140625,6.2836570930732725,6.159427759888117,6.273449793378493,208220000
2020-02-06,6.329713821411133,6.329713821411133,6.196024598039428,6.277184406097356,218284000
2020-02-07,6.263491630554199,6.311789213380991,6.238097791730746,6.289631928007941,189752000
2020-02-10,6.546803951263428,6.547550409885807,6.2811672485299805,6.286146488424555,529608000
